word	sth	binarySentiment	smallScaleSentiment	bigScaleSentiment	SO-PMI_score
dyżur	c	0	-1	0	-0.0
domowy	m	1	-1	0	0.0
popielaty	m	0	0	0	-1.0
krew	c	1	-1	1	-0.3
uzbrojony	c	1	-1	0	-3.0
zwiedzać	c	0	0	0	1.3
wyposażyć	c	0	0	0	2.0
musnąć	c	1	-1	0	-2.0
kłębek	c	1	0	0	-4.6
ukończyć	c	0	1	0	-1.2
eksterioryzacja	c	0	1	0	-1.0
zwalić	c	1	1	0	-3.0
krem	c	1	-1	-1	-1.5
zdrajca	c	1	1	0	-2.0
zapatrzony	m	0	-1	0	-1.0
autyzm	c	1	1	0	-3.9
każdy	m	0	-1	-1	7.4
nieskazitelny	m	1	1	1	3.1
wydajny	m	0	1	0	-2.4
zależny	m	0	0	0	-2.5
jedynak	c	0	1	-1	-0.0
budować	c	0	1	1	3.7
ladacznica	c	1	-1	-1	-1.0
własność	c	0	0	-1	0.1
wynik	c	1	1	0	2.1
hotel	c	0	1	0	-0.1
jerzy	c	1	1	0	-1.0
zwycięstwo	c	1	0	2	-2.9
roztropny	m	1	1	1	-1.0
prosto	c	1	1	2	3.4
dedykować	c	0	1	0	1.5
troczek	c	1	1	1	-1.0
ogólny	m	0	-1	0	-0.9
rezydent	c	1	1	0	-1.0
odwrotny	c	0	0	0	-1.5
plan	c	0	1	0	3.0
maca	c	0	1	0	-0.0
spędzić	c	1	1	1	0.2
plac	c	0	0	0	3.3
wanilina	c	1	1	0	-1.0
frajda	c	0	1	2	-0.0
obiecać	c	0	0	0	2.1
pobawić	c	1	1	1	-0.0
odurzać	m	1	-1	-1	-1.0
windows	c	1	1	0	-1.0
szczupły	m	1	1	-1	-1.1
oskarżyć	c	1	1	0	-5.4
niejednokrotnie	c	0	1	0	-5.8
słyszalny	m	0	0	2	-1.0
opowieść	c	1	-1	-1	1.2
zakup	c	1	1	-1	2.8
nietypowy	c	1	0	0	-1.6
otwierać	c	0	-1	-1	1.5
wymarły	m	1	-1	0	-1.0
warszawiak	c	0	0	0	-0.0
uważać	c	1	1	0	2.9
sceptycznie	m	0	-1	0	-1.0
praktycznie	c	1	0	0	-1.7
robić	c	0	0	1	4.7
łazienka	c	1	1	0	0.9
natchnienie	c	1	1	0	-1.8
absolutnie	m	0	0	0	3.5
wyszczekany	c	1	1	1	-1.0
idealny	m	0	0	0	2.4
idiota	c	1	-1	0	0.2
konto	c	1	1	1	-4.9
oceniać	c	0	1	1	1.5
usatysfakcjonować	c	1	1	0	-0.0
udany	m	1	-1	1	2.9
ekstrawagancki	m	1	-1	-1	-1.0
drzwi	c	0	0	0	3.3
jedyny	m	1	0	0	4.6
łącznie	c	0	0	0	-1.7
represyjny	m	1	-1	-2	-1.0
ogólnie	c	0	0	0	-1.0
kopenhaga	c	1	1	0	-1.0
komercyjny	m	1	1	0	2.5
budownictwo	c	1	1	0	-1.4
akcja	c	1	1	-1	3.5
tlenowy	c	0	0	0	-1.0
mechaniczny	m	0	0	0	-5.4
szczególny	c	0	0	0	3.2
zbieżny	c	0	1	0	-0.0
skłonny	m	1	0	0	-3.2
lakiernik	c	1	-1	1	-1.0
zdolny	m	1	1	2	3.2
rozpoznać	c	0	-1	2	-0.4
cholera	c	0	1	0	0.1
sila	c	0	-1	-1	-1.0
atrakcyjnie	m	1	1	2	-1.0
gospodarstwo	c	0	0	0	1.5
nieistotny	c	1	-1	-1	-1.0
stabilny	m	1	1	1	-4.2
antypolski	m	1	-1	-2	-1.0
zbiórka	c	0	0	1	-0.5
odrzucić	c	0	0	0	-0.6
wyprostować	m	1	-1	-1	-2.0
nabyć	c	0	-1	0	-1.5
konieczność	c	0	-1	0	-4.8
pęknąć	c	0	-1	0	-7.7
rzecz	c	0	1	0	7.4
mocny	m	1	1	1	3.7
świątynia	c	0	-1	0	0.7
wyraźny	m	0	1	1	-0.9
miarodajny	m	0	0	0	-1.0
mocno	c	1	-1	0	7.4
bulka	c	0	1	1	-1.0
nieczytelny	c	1	0	0	0.5
przeżyć	c	1	1	1	3.4
udawać	c	1	1	-2	2.9
muskularny	m	1	-1	1	-1.0
święta	c	1	-1	0	-1.8
nośny	m	0	0	0	-2.0
siny	m	0	-1	0	-1.6
słęp	c	1	0	1	-1.0
jednocześnie	m	0	0	0	1.3
klub	c	1	1	0	3.0
świętoszkowaty	m	1	-1	-1	-1.0
nieogarnięty	c	1	1	-2	-1.0
hipoteza	c	0	1	0	-2.5
święty	m	0	0	0	9.6
strachliwy	m	1	-1	-1	-1.0
przejrzysty	m	0	1	1	0.8
europa	c	1	1	0	-1.0
ostrzeżenie	c	1	1	1	-2.6
ukrainiec	c	1	1	0	-1.0
numer	c	0	0	0	3.1
obowiązkowy	c	0	1	0	0.9
modry	c	0	1	1	-1.0
toroidalny	m	1	0	0	-1.0
wędrówka	c	0	1	0	-1.0
obserwator	c	1	1	1	-1.9
symboliczny	m	0	0	-1	3.8
zadowolony	c	1	1	1	1.7
klient	c	0	0	0	-3.6
stale	c	0	0	0	-1.8
formalny	m	0	1	0	1.1
kwota	c	0	0	0	-5.2
brzydki	c	1	-1	-2	3.7
brzydko	c	0	0	1	-0.5
celibat	c	0	-1	0	-2.0
usuwać	c	0	0	0	-6.1
wizerunek	c	0	0	0	-2.3
wychudzić	m	1	-1	-1	-4.0
znikomy	m	0	0	1	-1.5
kopia	c	0	0	0	-0.8
czujny	m	0	1	1	-1.6
granica	c	0	-1	0	2.2
wiarygodny	m	1	1	1	-3.9
przekonać	c	1	1	0	2.5
poręczny	m	1	1	0	0.5
bułgaria	c	1	1	0	-1.0
pomocny	m	1	1	-1	0.1
smoczy	c	1	-1	-1	-2.0
lubić	c	1	1	-1	5.8
rozstrzygnąć	c	0	0	1	-4.7
emisja	c	0	0	0	-3.0
przyjaźnie	c	1	1	1	1.1
mózg	c	1	1	1	-6.2
dynamicznie	m	1	-1	0	-0.0
tysiąc	c	0	1	0	5.2
zmienny	m	0	0	0	-4.0
nazwać	c	1	-1	0	1.5
narazić	c	0	-1	-1	-6.2
ludożerca	c	1	-1	0	-1.0
zasięg	c	0	0	0	-1.8
wścibski	m	1	-1	2	-1.0
zmęczony	c	1	1	-2	-4.7
oddany	m	1	-1	0	7.9
rewelacyjnie	m	1	1	-1	-3.0
ozdobny	m	0	1	0	4.0
śmietnik	c	1	1	1	-2.9
analogiczny	m	0	0	0	-6.4
ręka	c	0	1	0	1.4
czynność	c	0	1	0	-4.7
komputer	c	0	-1	0	1.6
filtr	c	0	0	-1	-3.6
wiązać	c	0	1	0	-1.5
renegocjować	c	0	1	1	-1.0
odlotowo	m	1	1	2	-1.0
kajdanki	c	1	-1	2	-1.0
kojarzyć	c	1	-1	2	-3.4
jutro	c	0	0	0	-0.6
lekarstwo	c	0	-1	-1	-3.4
bieda	c	1	-1	2	-1.6
mnogi	m	0	0	0	-1.0
objąć	c	0	0	0	2.2
słodycz	c	1	1	-1	-0.5
osobny	m	0	1	0	0.2
podlić	m	1	-1	-2	-1.0
przywódczyni	c	1	1	1	-1.0
kwadratowy	m	0	0	-1	1.3
używać	c	0	0	0	1.2
sprawiedliwość	c	1	1	0	2.1
opisowy	m	0	1	0	-0.6
kruszonka	c	1	1	-2	-1.0
przyswajalny	m	0	1	0	-1.0
łudząco	m	1	-1	0	-1.0
projekt	c	0	1	0	3.3
latać	c	1	1	2	-2.7
uderzający	m	1	-1	0	1.0
uginać	c	1	1	0	-1.0
płaski	m	0	0	0	-1.4
nauczyciel	c	0	1	0	0.7
urząd	c	0	0	0	0.8
niepozorny	m	0	-1	0	-2.0
szczególność	c	0	-1	0	1.2
gawędziarz	c	1	1	0	-1.0
niemiły	c	1	1	1	-4.7
postrzegać	c	1	1	0	-0.2
właśnie	m	1	-1	2	6.8
wybredny	m	1	-1	-1	1.0
styl	c	0	0	0	4.7
kupiec	c	1	-1	0	1.1
wnikliwie	m	0	1	0	-0.0
pisownia	c	1	1	0	-1.0
uzyskać	c	1	0	0	2.6
koalicja	c	1	1	0	-4.5
zepsuć	c	1	-1	-1	-2.8
olbrzymi	c	0	0	0	3.3
rodzic	c	0	-1	0	-5.2
znany	m	0	0	0	4.5
rozmieścić	c	0	0	0	-3.9
rozcięcie	c	0	0	0	-1.0
fraza	c	0	-1	0	-4.4
minimalizować	c	0	0	0	-3.0
wiedzieć	c	1	1	0	6.8
niezawodny	c	0	-1	-1	-0.0
obowiązany	m	0	0	0	-0.0
fantastyczny	m	1	-1	1	7.9
ludzie	c	1	1	-2	4.8
inspiracja	c	0	0	-1	-0.8
przygniatać	m	1	-1	-1	-3.0
świat	c	0	0	0	7.1
komfortowy	m	1	0	1	-0.5
beznadziejnie	m	1	-1	-2	-1.3
moment	c	0	0	0	5.0
zwiastun	c	0	0	0	-3.6
zawziąć	m	1	-1	-1	-1.0
zawiązka	c	0	1	0	-1.0
zaborczy	m	1	-1	-2	-1.0
sprzeczny	c	1	1	0	-3.5
który	m	0	1	0	5.1
komfortowo	m	1	1	1	-1.0
konwencja	c	0	0	0	1.4
zaradny	m	1	1	1	-1.0
konkubinat	c	1	0	0	-1.0
smukły	m	0	1	0	-0.5
niezgoda	c	1	1	0	-2.6
śluz	c	0	0	0	-3.6
tłoczny	m	1	-1	-1	-1.0
żenada	c	1	1	-1	-2.6
obniżyć	c	1	1	0	-5.4
wzór	c	1	-1	0	4.3
motoryzacja	c	1	-1	2	-1.0
archiwum	c	1	1	2	-2.6
powodować	c	0	0	0	-7.0
przybyć	c	1	1	2	-3.8
konkret	c	0	1	0	-1.0
siedmiokrotnie	m	0	0	0	-1.0
kiepski	c	1	-1	0	-4.2
wypoczywać	c	1	-1	0	-1.0
wrzucić	c	1	-1	0	-1.5
smaczek	c	0	1	-1	-1.0
rynek	c	0	1	0	0.0
głupota	c	0	-1	0	1.3
szampan	c	1	1	-1	0.3
piaszczysty	m	1	-1	-1	-1.0
utwór	c	1	1	0	4.7
parzyć	c	1	1	-1	-3.8
obeznać	m	1	0	0	-1.0
ogromny	m	1	1	2	6.7
wątroba	c	1	-1	0	-7.2
waga	c	0	0	0	-1.1
patriota	c	1	-1	0	-0.2
oblubieniec	c	1	1	0	-1.0
zabrudzić	c	0	0	1	-1.0
kuchnia	c	1	0	0	4.9
włoch	c	1	1	0	-1.0
ścisły	m	0	0	0	-0.2
skanować	c	0	0	0	-2.0
namiętny	m	1	1	0	-1.6
ciec	m	1	-1	-1	-2.0
szuflada	c	0	-1	0	-2.4
zrozumiały	m	1	1	0	-3.1
bezbłędny	m	1	1	0	-0.0
wyrywny	m	1	-1	-1	-1.0
skala	c	0	0	0	-2.8
narzucać	c	0	0	0	-0.3
zakończony	c	0	1	0	-3.1
format	c	0	0	0	-1.6
wyłapywać	c	1	1	1	-1.0
przebiec	m	0	0	0	-7.5
kobieco	m	1	1	1	-1.0
godny	c	0	1	0	6.3
spać	m	0	1	0	-2.7
jasny	m	0	-1	1	2.4
pospieszny	m	1	0	-2	-3.0
ogół	c	0	0	0	3.1
musieć	c	0	0	0	6.1
kryształowy	c	1	1	1	-1.0
kobiecy	m	0	1	1	5.1
skompresować	m	0	0	0	-1.0
akceptacja	c	1	1	-1	2.4
fanatycznie	m	1	-1	-2	-1.0
śliczny	c	1	1	1	7.7
światłość	c	0	1	0	-1.0
gorący	c	1	1	0	2.8
lampa	c	1	-1	0	-2.4
sztywny	m	1	-1	0	-3.1
strategiczny	m	0	0	0	-5.0
technologia	c	0	0	0	-6.1
gorąco	m	1	1	-1	3.8
podrzeć	c	1	-1	-1	-3.0
powtórka	c	0	1	0	-2.6
słuchacz	c	0	1	1	-0.6
rozlazły	m	1	-1	-2	-1.0
krupnik	c	1	1	0	-1.0
wtajemniczyć	c	1	-1	0	-1.0
intelektualny	m	0	1	1	1.5
oferować	c	0	0	0	0.8
cięcie	c	0	-1	-1	-6.2
ruchomy	m	0	0	0	-2.0
zajebiście	m	1	-1	0	-0.0
ciepły	m	0	1	1	6.2
kopalnia	c	0	0	2	-4.4
nieważny	c	1	-1	-1	-2.5
uroczyć	m	1	1	1	-1.0
jabłko	c	1	-1	1	1.0
fujarka	c	1	-1	0	-1.0
energia	c	0	1	0	0.2
ciepło	m	1	1	0	3.5
decyzja	c	0	1	1	2.6
zachodni	m	0	0	0	-5.0
finansować	c	0	1	0	-5.4
smacznie	c	1	1	1	-1.0
mało	m	1	1	0	0.3
pokój	c	0	0	0	-1.1
idealnie	m	1	1	2	0.5
średniowiecze	c	0	1	0	-5.0
następujący	c	0	0	0	1.1
ulepszyć	c	1	-1	-1	-1.0
leczyć	c	1	1	1	-4.8
bariera	c	0	0	0	-1.4
wycelować	c	0	1	1	-2.0
opiekun	c	1	-1	1	-2.2
iwona	c	1	1	0	-1.0
apostoł	c	0	0	0	-2.6
ekonomista	c	1	1	0	-2.8
przeciwwskazanie	c	1	1	0	-0.0
filozoficzny	m	1	1	0	1.3
książę	c	1	-1	0	3.4
zwyciężyć	m	1	1	0	-1.0
doszczętnie	m	0	-1	0	-2.0
namacalnie	m	0	0	0	-1.0
razić	m	0	-1	-1	0.5
panienka	c	1	-1	0	0.4
reklamować	c	1	1	1	2.2
wygórowany	m	0	-1	-1	-2.6
przyczepa	c	1	0	0	-1.0
tendencja	c	0	0	0	-4.1
rozespany	m	1	1	1	-1.0
kwiat	c	0	1	1	7.8
osoba	c	1	1	0	2.1
bezpośredni	m	0	0	0	-2.3
ignorować	c	1	-1	-1	-3.4
zdać	c	1	1	2	1.5
błyskotliwy	m	1	1	1	-3.0
ujawniać	c	1	-1	-1	-5.3
zapełnić	c	0	0	0	-3.0
komórka	c	0	1	0	-5.8
płatny	c	0	0	0	-0.0
śledź	c	1	-1	-1	-5.0
równoległy	m	0	1	0	-4.0
niezadowolony	c	1	1	0	-2.3
racja	c	1	0	0	3.1
czterokrotnie	m	0	0	0	-1.0
wykrywać	c	0	-1	0	-3.4
kategoryczny	m	1	-1	-1	-0.0
wzmianka	c	0	0	0	1.0
obsługiwać	c	0	0	0	-1.2
merytoryczny	c	0	1	0	-0.0
wacek	c	0	1	2	-0.0
brązowy	m	0	-1	-2	1.9
realny	m	0	0	0	-4.9
czepiec	c	0	-1	0	-1.0
sprzedawać	c	1	1	1	1.1
ustawowo	c	0	1	0	-1.0
ocenzurować	c	0	0	0	-1.0
prosty	m	1	1	0	5.4
koloratka	c	1	1	1	-1.0
strój	c	0	0	0	9.1
bios	c	0	-1	0	-1.0
dukat	c	0	1	0	-1.0
lekko	m	1	-1	0	1.5
bruk	c	1	1	0	-3.0
gimnazjum	c	1	1	0	2.1
wymusić	c	0	0	0	-5.0
żaden	m	1	-1	0	5.7
pragmatyczny	m	1	1	1	3.0
pionowy	m	0	0	0	-3.0
uniwersalny	m	1	1	0	1.4
ciąża	c	0	-1	-1	-0.2
minimalny	m	0	0	0	-1.2
getto	c	0	1	1	-2.2
konieczny	c	1	1	0	-3.9
śliski	m	0	-1	0	-5.7
nieświadomy	c	1	1	0	-4.5
wstać	c	1	1	0	-3.0
pastor	c	1	-1	-1	-3.6
kurwa	c	1	1	0	1.2
komornik	c	0	0	0	-2.0
kangurek	c	1	1	0	-1.0
opisywać	c	0	-1	0	-5.7
dodatni	m	0	0	0	-3.0
narkotyk	c	1	1	-1	-5.5
starannie	m	1	1	0	-2.3
decydować	c	0	-1	0	-0.1
przyczepny	c	1	-1	0	-1.0
inicjatorka	c	1	1	1	-1.0
przyjemnie	m	1	1	1	3.5
produkcja	c	0	0	0	-3.6
aromatyczny	m	1	1	1	-2.0
spalić	c	0	-1	0	-3.9
spiczasty	m	0	0	0	-1.0
adaptować	c	0	0	0	-1.0
normalny	m	1	1	0	-1.5
śrut	c	0	1	0	-1.0
możliwy	c	1	1	0	2.9
wątpliwość	c	1	1	0	5.1
bezwietrzny	m	1	0	0	-1.0
seks	c	1	1	0	0.3
drgać	c	0	-1	-1	-4.0
sąsiedztwo	c	0	1	0	-3.1
rączka	c	0	-1	0	-2.0
wyjątek	c	0	1	0	-1.3
włożyć	c	1	1	0	1.0
niekorzystny	c	1	1	-1	-5.9
morze	c	0	0	0	2.8
przedni	c	0	1	0	-4.3
spadzisty	c	0	0	0	-1.0
psychopata	c	1	-1	0	-2.0
niepełnoletni	c	1	-1	1	-1.0
teza	c	1	-1	0	2.0
honorowy	m	0	0	0	2.2
odwołać	c	1	-1	2	-5.7
potrójny	c	0	-1	0	-2.0
zabieg	c	0	1	0	-3.4
odległość	c	0	0	2	-0.6
materia	c	0	1	0	-0.6
nabrzmiały	c	0	1	-1	-1.8
wybić	m	1	-1	0	-5.4
monstrualnie	m	0	0	0	-1.0
niedziela	c	1	1	1	1.6
wygląd	c	0	-1	-2	6.3
totalnie	m	1	-1	0	-1.0
wcześniak	c	1	-1	0	-2.6
udział	c	1	1	0	4.7
transport	c	1	1	1	-5.0
szczepić	c	0	0	2	-1.0
ciemnogranatowy	c	0	0	0	-1.0
pomoc	c	0	-1	0	7.2
zagadkowy	m	1	-1	-1	-1.0
równoprawny	c	1	1	2	-1.0
okropnie	m	1	-1	-1	-4.3
nadzwyczajny	c	0	0	0	-2.0
ruszać	c	1	-1	1	-0.2
zmysłowy	m	1	1	0	4.4
przeszywać	m	1	-1	-1	-1.0
odmienny	m	0	-1	0	2.0
przepuklina	c	0	-1	0	-2.6
kochany	m	1	1	2	5.2
rozterka	c	1	-1	2	-4.9
specjalny	c	0	1	0	5.3
zmysłowo	m	0	-1	0	0.5
pęknięta	c	1	1	0	-1.0
przychylny	m	1	1	1	-1.0
kwestia	c	0	1	0	-2.4
metrowy	m	0	0	0	-1.0
niegroźny	c	1	-1	0	-5.4
zachęcać	m	1	0	0	2.3
toksyczny	m	0	-1	0	-7.0
światło	m	0	-1	0	2.4
potwór	c	1	1	-1	-0.0
produkt	c	0	0	0	1.5
przypadkowy	c	1	-1	-1	-5.0
wyjątkowy	m	1	0	0	1.5
bezkarny	m	0	-1	-1	-1.0
ryba	c	1	-1	0	-0.4
jaskrawy	m	0	0	0	-3.4
światły	c	0	0	-1	0.5
zaślepić	m	1	-1	-1	-1.0
współczynnik	c	0	0	0	-2.0
wyjątkowo	m	0	0	0	-1.9
oślizgły	m	1	-1	-1	-1.0
dowolny	m	0	1	0	1.8
oczekiwanie	c	1	-1	-1	0.8
ziemia	c	0	1	-1	4.9
umówić	c	1	0	0	-1.2
rozpoznawalny	m	0	1	0	-1.0
wprowadzać	c	0	-1	0	-1.2
porównać	c	0	0	0	-1.8
utuczyć	c	1	-1	-2	-1.0
łaskawy	c	1	1	2	-0.7
ważny	m	0	1	0	7.4
błysk	c	0	1	0	-5.2
dużo	m	1	1	1	4.0
odcień	c	0	1	0	0.4
obiektywny	m	0	0	0	-2.9
krasnoludek	c	1	-1	-1	-1.0
planować	c	0	0	0	-1.6
duży	m	0	-1	0	7.0
wzorowy	m	0	1	2	-2.0
poczucie	c	1	-1	0	2.6
wytrwały	m	1	1	0	-4.0
anglia	c	1	1	0	-1.0
surowiec	c	1	1	0	0.3
podkreślić	c	0	1	0	0.6
eksploatacja	c	0	0	0	-0.0
obserwacja	c	0	1	0	-2.6
diagnozować	c	0	0	0	-4.4
regularnie	m	0	0	-1	-2.0
poturbować	c	1	1	2	-0.0
dyskretny	m	1	1	-1	0.5
awantura	c	1	-1	2	-4.3
sens	c	1	-1	0	5.0
nieprzyjemny	c	1	-1	-2	-5.7
elementarny	m	0	0	0	-1.5
wcale	m	1	-1	-1	2.6
sądzić	c	1	1	1	1.0
srebrny	m	0	0	0	0.4
gracz	c	1	-1	0	-6.7
alternatywa	c	0	0	1	-0.3
załamać	c	1	-1	-1	-3.2
kilkuletni	c	0	1	-1	-2.0
prymityw	c	1	-1	0	-1.0
cykl	c	0	0	0	-4.1
uszkodzony	c	1	-1	-1	-4.2
daleki	m	0	1	-2	3.2
obumarły	c	0	-1	-1	-2.6
daleko	m	0	1	0	4.7
obrzydliwie	m	0	0	0	-1.0
rześko	m	1	1	1	-1.0
zwycięsko	m	1	-1	0	-3.0
słowny	m	0	0	0	-0.0
służba	c	1	1	1	3.4
obłudny	m	1	-1	-2	-2.0
krótko	c	0	1	0	-0.4
michael	c	1	1	0	-1.0
nikt	c	1	-1	-2	5.0
międzyczas	c	0	0	0	-0.0
mistrz	c	1	1	0	1.4
wizja	c	1	-1	0	2.5
lekcja	c	1	-1	1	-1.1
kluczowy	m	0	0	0	-7.2
warszawa	c	1	1	0	6.4
skutek	c	0	-1	0	-6.6
karalny	c	1	1	0	-1.0
podrodzina	c	0	0	0	-1.0
obciąć	c	1	-1	-1	-2.0
bańka	c	1	-1	0	-2.0
trzeci	c	1	0	0	5.4
murowany	m	1	-1	0	-0.0
podtrzymywać	c	0	1	1	-4.0
wzrosnąć	c	0	0	0	-4.4
ciemię	c	1	1	0	-1.0
główny	c	0	0	0	3.6
wystawa	c	0	-1	1	4.2
miesięczny	m	0	0	0	-4.0
kontrowersyjny	m	1	1	0	-6.5
forsowny	m	1	-1	-1	-1.0
rzeczywistość	c	1	-1	0	2.0
firma	c	0	0	0	5.1
wykorzystywać	c	1	-1	0	1.2
stały	m	0	1	0	0.9
perfekcyjny	m	0	1	1	-2.0
przeróżny	c	0	0	0	-3.6
niebotycznie	c	0	0	-1	-1.0
wykonalny	m	1	1	1	-1.0
bliziutko	m	1	-1	0	-1.0
tragedia	c	1	1	-1	-2.2
rozciągliwy	m	1	1	1	-1.0
zadbać	m	1	-1	1	2.9
morderstwo	c	0	-1	0	-3.5
częściowo	c	0	0	0	-3.6
woskować	c	0	0	0	-1.0
zagrozić	c	1	-1	-2	-4.7
koronkowy	m	0	0	0	-2.0
spisać	c	0	0	0	-0.0
dostrzegalny	m	0	0	0	-2.0
kabina	c	0	0	0	1.0
odpłatny	c	1	1	0	-0.0
uwypuklić	c	0	0	0	-1.0
czynnik	c	1	1	2	-6.8
koszt	c	1	1	2	-2.7
rodzice	c	1	-1	-2	3.3
wyjaśnić	c	0	1	0	-2.0
profesor	c	0	1	1	0.0
papier	c	0	0	0	-0.9
estetyczny	m	1	-1	-1	7.6
optymalnie	c	0	0	0	-1.0
funkcja	c	1	-1	-1	1.2
nastolatka	c	0	1	2	-3.2
talent	c	1	1	1	2.0
torebka	c	1	-1	1	-2.0
fajnie	m	1	1	0	1.3
długość	c	0	0	0	-0.1
szarlotka	c	0	0	0	-0.0
błyszczeć	c	0	-1	0	-2.0
zgodny	m	1	1	0	-0.3
jedynaczka	c	1	1	0	-1.0
muzyka	c	1	-1	0	6.4
zachwycić	c	1	-1	0	5.7
menu	c	0	0	0	3.5
czaszka	c	0	-1	-1	-7.7
gość	c	1	1	1	4.1
porządek	c	1	0	0	1.3
łęczyca	c	1	1	0	-1.0
zgrabny	m	1	1	2	3.8
stoczek	c	1	1	0	-1.0
kebab	c	0	-1	-1	-1.0
współpraca	c	1	-1	0	-0.5
cyniczny	m	1	-1	-2	-1.5
potwornie	m	1	-1	-1	-1.8
zapalić	c	1	-1	0	-2.9
substytut	c	0	0	0	-1.0
zgoda	c	1	1	2	3.6
ustawić	c	0	1	0	-2.5
hardy	m	1	1	-1	-1.0
zasadniczo	c	0	0	0	-0.0
motor	c	1	-1	-1	-3.9
publikować	c	0	0	0	1.5
podrażnić	c	1	-1	1	-1.0
samodzielnie	m	0	1	1	-2.4
uczelnia	c	0	1	0	-0.7
zupełny	m	1	-1	0	2.4
skrajny	m	0	0	-2	-3.3
kanał	c	1	1	0	-5.6
zrelaksowany	m	1	1	1	-2.0
gadatliwy	m	1	-1	-1	-2.0
przewiewny	m	0	1	-1	-0.0
wręcz	m	1	-1	0	3.4
sternik	c	0	0	0	-1.0
dopuścić	c	1	-1	0	-5.1
prowincjonalny	m	1	-1	-1	-1.6
budowa	c	0	0	0	-3.6
montować	c	0	1	0	0.3
zakłócić	c	0	1	0	-4.6
barbarzyńca	c	1	-1	0	-1.0
wgnieść	c	0	0	0	-1.0
przewidywalny	m	1	0	-1	-3.0
wesoła	c	1	1	0	-1.0
zabronić	c	1	-1	-1	-0.5
czcić	c	1	1	2	1.5
zażywać	c	0	0	0	-7.0
obrąb	c	0	0	0	-1.0
społeczeństwo	c	0	1	0	-0.1
najeść	m	1	1	2	0.5
błąd	c	1	1	-1	0.2
folder	c	0	0	0	-1.0
niewolniczo	m	1	-1	-1	-1.0
wesoły	m	0	1	2	-1.3
chrześcijanin	c	0	1	0	-3.1
modelka	c	0	0	-1	-0.5
homeopatyczny	c	0	-1	0	-1.0
biznes	c	1	-1	0	1.0
amatorski	m	1	-1	1	1.5
antybiotyk	c	1	1	0	-4.6
zastąpić	m	0	0	0	1.4
obrońca	c	1	-1	2	-0.4
holandia	c	1	1	0	-1.0
pokazywać	c	1	0	2	1.5
skośny	m	0	0	0	-1.0
wykazać	c	0	1	0	-8.0
kosmologia	c	1	0	0	-1.0
słuchać	c	0	-1	0	4.3
zarobaczyć	c	1	-1	0	-1.0
zasadny	c	1	1	0	-1.0
język	c	0	0	0	7.2
ładnie	m	1	1	2	3.7
przewodnik	c	0	1	0	0.3
kiełb	c	0	0	0	-1.0
bezzębny	c	1	-1	0	-1.0
reakcja	c	1	-1	0	-8.7
panna	c	1	1	1	-0.1
interesujący	c	1	1	1	3.5
zarosnąć	m	1	-1	-1	-1.0
gościnny	m	0	1	1	1.5
koniec	c	0	1	0	5.6
jarzębina	c	0	1	-1	-1.0
uczony	m	1	1	0	-2.1
sprawdzić	c	1	1	1	5.9
konserwatywny	m	0	-1	1	-3.6
palec	c	0	-1	-1	-0.7
późno	c	1	1	2	4.0
dyspozycja	c	0	1	1	-1.6
typować	c	0	0	0	-2.0
gitara	c	0	1	0	0.8
zaczynać	c	1	0	1	4.0
wskazać	c	0	1	0	-3.1
rysuneczek	c	1	0	0	-1.0
zsyp	c	1	-1	-1	-1.0
złoto	c	1	0	1	-0.7
wydolny	m	1	1	1	-1.0
kamienny	c	0	1	0	-3.5
znakomity	m	1	0	-1	4.1
mężczyzna	c	0	0	0	2.1
tłumaczka	c	1	0	0	-1.0
przedłożyć	c	0	0	0	-3.4
twarz	c	0	1	0	2.6
odmiana	c	0	1	0	-0.1
sierpień	c	0	0	0	1.3
obrazoburczy	m	1	-1	-1	-1.0
fart	c	0	1	-1	-1.0
nacjonalistyczny	m	1	-1	-1	-1.0
towar	c	1	-1	0	1.7
klan	c	1	1	0	-1.0
koleżanka	c	1	1	2	0.8
zajęty	c	0	1	0	-4.4
korzystny	m	1	1	0	-2.8
uzupełniać	c	0	0	0	1.5
nikczemny	c	1	-1	0	-1.0
pozycja	c	0	1	0	1.3
dobry	m	0	1	1	9.8
skupić	c	1	1	1	-2.2
interes	c	1	-1	-1	1.9
ponadprzeciętnie	m	1	1	2	-1.0
gorzeć	m	1	1	0	-1.0
proces	c	1	1	0	-3.0
element	c	1	1	0	-2.1
większa	c	1	1	0	-1.0
wypracować	c	0	0	0	1.6
dobro	m	1	-1	0	6.6
bezwonny	m	0	0	0	-1.0
interesować	m	0	0	1	-0.0
owłosiony	m	1	1	1	2.1
przyjaźń	c	1	1	1	4.2
małżeństwo	c	1	1	0	2.8
członkini	c	1	1	1	-1.0
pechowy	c	0	0	-1	-3.6
pożądany	m	0	-1	-1	2.8
braterski	m	1	1	2	-1.0
zaproszenie	c	1	1	2	-1.5
zrosić	c	1	-1	0	-0.0
otwór	c	1	-1	-1	-3.0
prowincja	c	1	1	0	-1.0
zarzucić	c	1	1	0	1.0
czasochłonny	m	1	-1	1	-1.0
pojawiać	c	0	0	0	2.2
uczulić	m	1	1	1	-2.6
oszczędny	m	1	-1	1	1.0
koniecznie	c	1	1	2	2.0
specjalnie	c	0	0	0	0.9
korygować	c	1	0	1	-2.6
przyjemny	m	1	1	0	1.3
znowu	m	1	-1	-1	3.8
rozwijać	c	1	1	2	4.6
